k_Mpc_inv,fNL_iso,fNL_aniso_envelope
7.940229497731280280e+05,1.288179439661184428e-11,8.121616405887400084e-19
8.379253746576961130e+05,1.597588316781394779e-11,1.121697005087712658e-18
8.842552141545191407e+05,1.981323541447413628e-11,1.549211308447094762e-18
9.331466827566528227e+05,2.457216529015858474e-11,2.139652576628226499e-18
9.847414158279238036e+05,3.047423424717976559e-11,2.955134205274843818e-18
1.039188879911251599e+06,3.779396548806188160e-11,4.081421460752196276e-18
1.096646805723365629e+06,4.687179656749486379e-11,5.636962633289653225e-18
1.157281645090325736e+06,5.813005426807754227e-11,7.785362852375565166e-18
1.221269053147463594e+06,7.209245546214838863e-11,1.075257603348759095e-17
1.288794397200775566e+06,8.940850117879874581e-11,1.485067155845841866e-17
1.360053293723758543e+06,1.108837713006652068e-10,2.051066972351557931e-17
1.435252175045487937e+06,1.375172712328968005e-10,2.832785385566378360e-17
1.514608887371433666e+06,1.705478453934900873e-10,3.912435929751173324e-17
1.598353321869612206e+06,2.115121760864829650e-10,5.403572080353730414e-17
1.686728080650114454e+06,2.623158788949019318e-10,7.463022150870169673e-17
1.779989179567455314e+06,3.253222280041467478e-10,1.030738414558804222e-16
1.878406789881660137e+06,4.034622533185991048e-10,1.423581081929859856e-16
1.982266020926558413e+06,5.003708866999387866e-10,1.966146640077772636e-16
2.091867746052801842e+06,6.205562812582414372e-10,2.715498845417116671e-16
2.207529474238077179e+06,7.696093556680343857e-10,3.750449820770616096e-16
2.329586269889767282e+06,9.544638536319716234e-10,5.179848773676114865e-16
2.458391723504395224e+06,1.183719007587287507e-09,7.154030544446640021e-16
2.594318975996074267e+06,1.468039630188373877e-09,9.880627399310561461e-16
2.737761799661088735e+06,1.820651911126018575e-09,1.364640442112360992e-15
2.889135738910324406e+06,2.257959097473616339e-09,1.884742225868948754e-15
3.048879314074087422e+06,2.800304258024458079e-09,2.603069025677001702e-15
3.217455291766534094e+06,3.472916758700066310e-09,3.595169833908047328e-15
3.395352025490164757e+06,4.307085768287224767e-09,4.965387314125937088e-15
3.583084870363645256e+06,5.341616058938701457e-09,6.857832162292667293e-15
3.781197676071748137e+06,6.624632879296636447e-09,9.471539428093918170e-15
3.990264362361946609e+06,8.215820955658079751e-09,1.308140206455890404e-14
4.210890581652238965e+06,1.018920066632713053e-08,1.806708196646871993e-14
4.443715473566195928e+06,1.263657163476218420e-08,2.495294068229608796e-14
4.689413516478390433e+06,1.567178313048126973e-08,3.446318837857451189e-14
4.948696481433877721e+06,1.943603002820650727e-08,4.759805115072598496e-14
5.222315494101893157e+06,2.410442128819167476e-08,6.573896878262715176e-14
5.511063210737592541e+06,2.989412584759104901e-08,9.079388571723281305e-14
5.815776114454840310e+06,3.707447471451780302e-08,1.253979150664253485e-13
6.137336938462863676e+06,4.597949059558524959e-08,1.731904844522769597e-13
6.476677223286025226e+06,5.702342569329303978e-08,2.391981052531121554e-13
6.834780015375550836e+06,7.072003265917314708e-08,3.303630291682097540e-13
7.212682714930136688e+06,8.770646379944961746e-08,4.562733883735233965e-13
7.611480081176201813e+06,1.087729105860487241e-07,6.301716107775074981e-13
8.032327403813054785e+06,1.348993627811498101e-07,8.703471711942696402e-13
8.476443849811125547e+06,1.673011964150224735e-07,1.202060154369453667e-12
8.945115995258476585e+06,2.074857119655143738e-07,1.660197939720167057e-12
9.439701552486736327e+06,2.573222522613045759e-07,2.292944414465079268e-12
