k_Mpc_inv,fNL_iso,fNL_aniso_envelope
9.961633303274564445e+06,3.191291625095596194e-07,3.166847618902881819e-12
1.051242324952179193e+07,3.957816376175414636e-07,4.373818798988562635e-12
1.109366699341962673e+07,4.908454727752335813e-07,6.040798957956394310e-12
1.170704835980476439e+07,6.087429411681409217e-07,8.343109570004391059e-12
1.235434427408936620e+07,7.549585133899879824e-07,1.152289154146379948e-11
1.303742990989661403e+07,9.362939894487755712e-07,1.591457165606242999e-11
1.375828412131528370e+07,1.161184911691448876e-06,2.198003479002556087e-11
1.451899517550987191e+07,1.440092977552283718e-06,3.035720088992345587e-11
1.532176680229261145e+07,1.785992707162390026e-06,4.192711540965491648e-11
1.616892457818402909e+07,2.214975004953699735e-06,5.790660879159235277e-11
1.706292266345444322e+07,2.746995692037023556e-06,7.997626936346163876e-11
1.800635091166511551e+07,3.406803830841432216e-06,1.104571874042711187e-10
1.900194237230286002e+07,4.225093026349674162e-06,1.525550563933667518e-10
2.005258120824495703e+07,5.239929261427570118e-06,2.106972996820669007e-10
2.116131105098848417e+07,6.498521687837833446e-06,2.909986712542826020e-10
2.233134381785046309e+07,8.059418747960763851e-06,4.019042854909035061e-10
2.356606901668106019e+07,9.995231788782908466e-06,5.550776817630301289e-10
2.486906356504387408e+07,1.239601286841920176e-05,7.666272838529013625e-10
2.624410215231126547e+07,1.537344388613320632e-05,1.058800175123319558e-09
2.769516817469001189e+07,1.906603191120586913e-05,1.462321209772898582e-09
2.922646527485854551e+07,2.364555239094997594e-05,2.019623267095992197e-09
3.084242951964199916e+07,2.932503997036220946e-05,2.789308033920985689e-09
3.254774225100651011e+07,3.636869864768969688e-05,3.852305868356815550e-09
3.434734364759767056e+07,4.510419227599916610e-05,5.320381566613173863e-09
3.624644703611294180e+07,5.593788715342247090e-05,7.347878845842095700e-09
3.825055399396619201e+07,6.937375577068486006e-05,1.014793572293011689e-08
4.036547028699395061e+07,8.603682110001229725e-05,1.401487103206736573e-08
4.259732268837784976e+07,1.067022320293933076e-04,1.935508767120576026e-08
4.495257672750163823e+07,1.323313225023272429e-04,2.672972758081509515e-08
4.743805542016522586e+07,1.641163317968987519e-04,3.691353861108503154e-08
5.006095903441058099e+07,2.035358662874117274e-04,5.097609998507331883e-08
5.282888594922544807e+07,2.524236827120407553e-04,7.039387293290629934e-08
5.574985466654511541e+07,3.130539926753260396e-04,9.720473091633702668e-08
5.883232704032600671e+07,3.882472566640254126e-04,1.342209990301578844e-07
6.208523278997763991e+07,4.815013890063059646e-04,1.853230276369293263e-07
6.551799536917211115e+07,5.971544772964893551e-04,2.558635253208942943e-07
6.914055926496948302e+07,7.405865858272363310e-04,3.532240644380260496e-07
7.296341880633983016e+07,9.184700307202395102e-04,4.875803916329931392e-07
7.699764856554515660e+07,1.139079769300559110e-03,6.729537990943713990e-07
8.125493544044333696e+07,1.412678342713479451e-03,9.286536245012087819e-07
8.574761251066391170e+07,1.751993278923031890e-03,1.281253224804986083e-06
9.048869476572459936e+07,2.172809164395813741e-03,1.767291340935615370e-06
9.549191680860140920e+07,2.694701927044306639e-03,2.436956025528567365e-06
1.007717726439661980e+08,3.341949488525547581e-03,3.359093070162097764e-06
1.063435576663643569e+08,4.144661148517588857e-03,4.627989041951503390e-06
1.122234129699666649e+08,5.140178238783136948e-03,6.372513791763109901e-06
1.184283721082527339e+08,6.374811204025545783e-03,8.768369528335060169e-06
1.249764104390969574e+08,7.905993916777261793e-03,1.205437918635574774e-05
1.318864971981923878e+08,9.804955442860431233e-03,1.655394235696786890e-05
1.391786504516808987e+08,1.216003354524065883e-02,2.270296281006744217e-05
1.468739950871679485e+08,1.508078406710622148e-02,3.108565225710023733e-05
1.549948240111347437e+08,1.870307735850796141e-02,4.247954773554487223e-05
1.635646627300158739e+08,2.319541882714959771e-02,5.791070335285599844e-05
1.726083375020431876e+08,2.876678763894058993e-02,7.871913647582379561e-05
1.821520472572827637e+08,3.567635821670620683e-02,1.066329916645835843e-04
1.922234394942045808e+08,4.424555677130139614e-02,1.438473198261052766e-04
2.028516903726699948e+08,5.487301372273387101e-02,1.930997849731093700e-04
2.140675892353389263e+08,6.805310758273294680e-02,2.577312849191044529e-04
2.259036278023736477e+08,8.439896294138443666e-02,3.417152929330059537e-04
2.383940942978048921e+08,1.046709724008022674e-01,4.496373889678953462e-04
2.515751727802654207e+08,1.298121692672777328e-01,5.866083430353122513e-04
2.654850479658176899e+08,1.609920965036070462e-01,7.581026089322399995e-04
2.801640158465635180e+08,1.996612126807719989e-01,9.697300767387020091e-04
2.956546004254822731e+08,2.476183658386233999e-01,1.226970087200554040e-03
3.120016769056581855e+08,3.070944740710477849e-01,1.534916651900975360e-03
3.292526016907972097e+08,3.808563055716002177e-01,1.898093677575359755e-03
3.474573495735988617e+08,4.723351858818773397e-01,2.320391638197766542e-03
3.666686585094490647e+08,5.857866196733583219e-01,2.805152083468170736e-03
3.869421823947917819e+08,7.264882525058138363e-01,3.355391620748285342e-03
4.083366522928125262e+08,9.009853815426163148e-01,3.974125654772733655e-03
4.309140465734471679e+08,1.117395436131961128e+00,4.664735501747848713e-03
4.547397704606498480e+08,1.385785592381999054e+00,5.431324352818192591e-03
4.798828455070064664e+08,1.718641087976249260e+00,6.279023630983636764e-03
5.064161095446302295e+08,2.131446022759577286e+00,7.214232920579570149e-03
5.344164276915700436e+08,2.643403663348514510e+00,8.244795844829943057e-03
5.639649150249792337e+08,3.278329759604905469e+00,9.380126654802881103e-03
5.951471715661677122e+08,4.065760429149540833e+00,1.063130735192026506e-02
6.280535302582072020e+08,5.042326147577719020e+00,1.201117474801558643e-02
6.627793186545351744e+08,6.253455761008697600e+00,1.353441349128209868e-02
6.994251350765776634e+08,7.755489789901460540e+00,1.521766684286527359e-02
7.380971400404809713e+08,9.618301332888121280e+00,1.707967315766870803e-02
7.789073637971137762e+08,1.192854649240829801e+01,1.914143315653704658e-02
8.219740308763324022e+08,1.479369552864881499e+01,2.142641125129265273e-02
8.674219025756655931e+08,1.834703226697843803e+01,2.396077323986901125e-02
9.153826383855520487e+08,2.275385432623454207e+01,2.677366239602192721e-02
9.659951773982387781e+08,2.821916259619556300e+01,2.989751612307198214e-02
1.019406140805149078e+09,3.499719767091828970e+01,3.336842575945749012e-02
1.075770256648846865e+09,4.340326686315183480e+01,3.722654270417637135e-02
1.135250808059950352e+09,5.382841198052162213e+01,4.151653470492176756e-02
1.198020106277640104e+09,6.675760019356307851e+01,4.628809688537165179e-02
1.264259989823935986e+09,8.279228421630327261e+01,5.159652286630096035e-02
1.334162351277930260e+09,1.026783812761136687e+02,5.750334215691405015e-02
1.407929693175964832e+09,1.273409724261125007e+02,6.407703086463005515e-02
1.485775714648101568e+09,1.579273363768929812e+02,7.139380370452490243e-02
1.567925930490469694e+09,1.958603197377995855e+02,7.953849629713195812e-02
1.654618324466726542e+09,2.429045263971491124e+02,8.860554784001091477e-02
1.746104038731394529e+09,3.012484051042691817e+02,9.870009544021282610e-02
1.842648101372085333e+09,3.736060538842613710e+02,1.099391927179102363e-01
1.944530194178467274e+09,4.633434771236697429e+02,1.224531667537019641e-01
2.052045462861935854e+09,5.746351686783968944e+02,1.363871290719618490e-01
2.165505372073316097e+09,7.126583050912572617e+02,1.519026581504185347e-01
2.285238607695466518e+09,8.838335825905479624e+02,1.691796729436515212e-01
2.411592029024569511e+09,1.096123901362240531e+03,1.884185191294208139e-01
2.544931673598733902e+09,1.359404791585306839e+03,2.098422922580989725e-01
2.685643817584553719e+09,1.685923813072979101e+03,2.336994247358756271e-01
2.834136094793800831e+09,2.090870299325570159e+03,2.602665666343612072e-01
2.990838677571633816e+09,2.593081949909252216e+03,2.898517937281173129e-01
3.156205522977641106e+09,3.215921141122047175e+03,3.227981799576157829e-01
3.330715687869437695e+09,3.988361720028744912e+03,3.594877757418471487e-01
3.514874716698927402e+09,4.946336838421631001e+03,4.003460382719032928e-01
3.709216106041186333e+09,6.134410526573446987e+03,4.458467651584231417e-01
3.914302850098930836e+09,7.607850766698387815e+03,4.965175886432426355e-01
4.130729071659688950e+09,9.435200503394482439e+03,5.529460940861433693e-01
4.359121743230264664e+09,1.170146619186218231e+04,6.157866336769168836e-01
4.600142503334921837e+09,1.451207221192967700e+04,6.857679143851809211e-01
4.854489573238464355e+09,1.799776510320738089e+04,7.637014481383941344e-01
5.122899779647389412e+09,2.232069576141964717e+04,8.504909622173918438e-01
5.406150689248166084e+09,2.768196253350710685e+04,9.471428789932940795e-01
5.705062861266868591e+09,3.433096610863740352e+04,1.054777986530258449e+00
6.020502224575047493e+09,4.257701138514936611e+04,1.174644435387609320e+00
6.353382586228689194e+09,5.280369602051545371e+04,1.308132212334063960e+00
6.704668278707143784e+09,6.548675500506278331e+04,1.456789258813012689e+00
7.075376953520609856e+09,8.121619137090066215e+04,1.622339421070500887e+00
7.466582529279733658e+09,1.007237225341967423e+05,1.806702440098161278e+00
7.879418302766860008e+09,1.249168190467582317e+05,2.012016213196684333e+00
8.315080232022388458e+09,1.549209192051356949e+05,2.240661585308163062e+00
8.774830400956182480e+09,1.921317832979723753e+05,2.495289957600348885e+00
9.260000675521783829e+09,2.382804229581144755e+05,2.778854033456007677e+00
9.771996562044105530e+09,2.955136260669744806e+05,3.094642058401285478e+00
1.031230127887875366e+10,3.664938231480349205e+05,3.446315951024143232e+00
1.088248005319804001e+10,4.545229409327601315e+05,3.837953767053779774e+00
1.148418465535069656e+10,5.636960046410262585e+05,4.274096989019619208e+00
1.211915818393210602e+10,6.990916343984220875e+05,4.759803189867569451e+00
1.278924011542574883e+10,8.670082974902099231e+05,5.300704681226695136e+00
1.349637163304577827e+10,1.075257306667293888e+06,5.903073826420181192e+00
1.424260125021652031e+10,1.333526194487706525e+06,6.573895775597547342e+00
1.503009074498133659e+10,1.653829367499599233e+06,7.320949466435313191e+00
1.586112142253083038e+10,2.051067004240491660e+06,8.152897829699334409e+00
1.673810072399385262e+10,2.543718196420899127e+06,9.079388245705246163e+00
1.766356920063607788e+10,3.154700577516685706e+06,1.011116441658273146e+01
1.864020787366918945e+10,3.912436427819307428e+06,1.126019095162792993e+01
1.967084600099328232e+10,4.852174850069993176e+06,1.253979211045363584e+01
2.075846927337001801e+10,6.017631521945004351e+06,1.396480631281828622e+01
2.190622846377272797e+10,7.463022305015324615e+06,1.555175820685238897e+01
2.311744855496747589e+10,9.255585311603315175e+06,1.731905029100454030e+01
2.439563837176981354e+10,1.147870875352993235e+07,1.928717631178338010e+01
2.574450074587848282e+10,1.423581007709820569e+07,2.147895891187924633e+01
2.716794324273519516e+10,1.765514683773871139e+07,2.391981428446714375e+01
2.867008948148463058e+10,2.189578311132238805e+07,2.663804690265512676e+01
3.025529108082670593e+10,2.715498899353638291e+07,2.966517774179681055e+01
3.192814026537018967e+10,3.367741740453142673e+07,3.303630980078074941e+01
3.369348316900391769e+10,4.176648509446939826e+07,3.679053516092254483e+01
3.555643387382846069e+10,5.179848728281171620e+07,4.097138830277405219e+01
3.752238922531398773e+10,6.424010253002709150e+07,4.562735093756167259e+01
3.959704446660722351e+10,7.967010215060572326e+07,5.081241420735334202e+01
4.178640973727447510e+10,9.880627406721489131e+07,5.658670477328914927e+01
4.409682748428131104e+10,1.225388135763992816e+08,6.301718205208731405e+01
4.653499083564242554e+10,1.519717343303193152e+08,7.017841468605669775e+01
4.910796298997311401e+10,1.884742259314067960e+08,7.815344525067366988e+01
5.182319767811095428e+10,2.337443472431080639e+08,8.703475322697886440e+01
5.468856075608164978e+10,2.898880183648567796e+08,9.692532740553994586e+01
5.771235299196742249e+10,3.595169858978596926e+08,1.079398601577298535e+02
6.090333411268360901e+10,4.458703187463266850e+08,1.202060774232235190e+02
6.427074818033230591e+10,5.529650863156553507e+08,1.338662198364428377e+02
6.782435037163941193e+10,6.857832285042504072e+08,1.490786921672564347e+02
7.157443523806100464e+10,8.505033104915684462e+08,1.660199002030906570e+02
7.553186652841893005e+10,1.054787943319663644e+09,1.848862963731409081e+02
7.970810866046621704e+10,1.308140240782211304e+09,2.058966578360327446e+02
8.411525993255111694e+10,1.622345894633688927e+09,2.292946234479212535e+02
8.876608757158816528e+10,2.012021433008525610e+09,2.553515190300190056e+02
9.367406471887626648e+10,2.495294166476010799e+09,2.843695036977600239e+02
9.885340946089854431e+10,3.094645452130588531e+09,3.166850737367829538e+02
1.043191260181853790e+11,3.837956503508205891e+09,3.526729646571940862e+02
1.100870482115496521e+11,4.759805396343384743e+09,3.927504966747611661e+02
1.161738853316259613e+11,5.903075605560085297e+09,4.373824140098788575e+02
1.225972705445818634e+11,7.320950901002907753e+09,4.870862741213539380e+02
1.293758119742398071e+11,9.079389402434926987e+09,5.424384493693280547e+02
1.365291466085878143e+11,1.126019188432968140e+10,6.040808107033774377e+02
1.440779971868363342e+11,1.396480706488022804e+10,6.727281708806389133e+02
1.520442322318330078e+11,1.731905089741205215e+10,7.491765735265969397e+02
1.604509294017282410e+11,2.147895940084132004e+10,8.343125241593961618e+02
1.693224423444353333e+11,2.663804729691827774e+10,9.291232702219946304e+02
1.786844712485392761e+11,3.303631011868524170e+10,1.034708249330546096e+03
1.885641372950552979e+11,4.097138855910902405e+10,1.152291838494585818e+03
1.989900612256988831e+11,5.081241441404342651e+10,1.283237552150388638e+03
2.099924462552910767e+11,6.301718221874662781e+10,1.429063853649915472e+03
2.216031655684848633e+11,7.815344538505607605e+10,1.591461763557350423e+03
2.338558546542755432e+11,9.692532751389550781e+10,1.772314468941164705e+03
2.467860087458036194e+11,1.202060775105944366e+11,1.973719161053877542e+03
2.604310856476995239e+11,1.490786922377051392e+11,2.198011354631683844e+03
2.748306142488840942e+11,1.848862964299455261e+11,2.447791970824100190e+03
2.900263090351472778e+11,2.292946234937223206e+11,2.725957497810291443e+03
3.060621909332746582e+11,2.843695037346922607e+11,3.035733578849011792e+03
3.229847148367627563e+11,3.526729646869707031e+11,3.380712417252886553e+03
3.408429041825954590e+11,4.373824140338906860e+11,3.764894432040642641e+03
3.596884929689026489e+11,5.424384493886938477e+11,4.192734647310838227e+03
3.795760756249481201e+11,6.727281708962502441e+11,4.669194353274852801e+03
4.005632651675998535e+11,8.343125241719914551e+11,5.199798638016972291e+03
4.227108601024337158e+11,1.034708249340695801e+12,5.790700457126772562e+03
4.460830205530119629e+11,1.283237552158572266e+12,6.448751984164538044e+03
4.707474541285209961e+11,1.591461763563936768e+12,7.181584069347554760e+03
4.967756120682693481e+11,1.973719161059198486e+12,7.997694727871951727e+03
5.242428962312059326e+11,2.447791970828369629e+12,8.906547683990396763e+03
5.532288775301544189e+11,3.035733578852469727e+12,9.918682113577284326e+03
5.838175264434914551e+11,3.764894432043462402e+12,1.104583485776839007e+04
6.160974562720966797e+11,4.669194353277100586e+12,1.230107652488171880e+04
6.501621798462561035e+11,5.790700457128632812e+12,1.369896305887445124e+04
6.861103804261534424e+11,7.181584069349017578e+12,1.525570453194212132e+04
7.240461975807952881e+11,8.906547683991644531e+12,1.698935311860334332e+04
7.640795288734603271e+11,1.104583485776925195e+13,1.892001243103844172e+04
8.063263482277235107e+11,1.369896305887521289e+13,2.107007064316519973e+04
8.509090418962489014e+11,1.698935311860381836e+13,2.346446010678448874e+04
8.979567630057270508e+11,2.107007064316569531e+13,2.613094647034248555e+04
9.476058057049517822e+11,2.613094647034311328e+13,2.910045065296313987e+04
1.000000000000000000e+12,3.240740740740739844e+13,3.240740740740707770e+04
