k_Mpc_inv,fNL
2.821307675939470902e+07,2.053270136507616067e-05
2.940820170587066561e+07,2.423919333768945159e-05
3.065395295056523755e+07,2.861476837431772531e-05
3.195247505759213492e+07,3.378020702704337478e-05
3.330600343624581769e+07,3.987809273377270077e-05
3.471686818926559389e+07,4.707674760011125366e-05
3.618749812411284447e+07,5.557487865318786683e-05
3.772042493416993320e+07,6.560706282330050043e-05
3.931828755705770105e+07,7.745022205382953273e-05
4.098383671757253259e+07,9.143126727582682263e-05
4.271993966306776553e+07,1.079361222471093856e-04
4.452958509942659736e+07,1.274203763423086585e-04
4.641588833612772822e+07,1.504218603485941812e-04
4.838209664925957471e+07,1.775754923996105804e-04
5.043159487171348184e+07,2.096308038464377206e-04
5.256791122018419206e+07,2.474726288379175475e-04
5.479472336900292337e+07,2.921455287113635920e-04
5.711586478126423061e+07,3.448826253914084416e-04
5.953533130814369768e+07,4.071396396907004138e-04
6.205728806776513159e+07,4.806350740903087937e-04
6.468607661546320468e+07,5.673976491736719332e-04
6.742622241778348386e+07,6.698223031205379320e-04
7.028244264308337867e+07,7.907363000377289281e-04
7.325965428215229511e+07,9.334772719339788551e-04
7.636298261282257736e+07,1.101985348561415178e-03
7.959777002314977348e+07,1.300911918217404536e-03
8.296958520834915340e+07,1.535748021667681295e-03
8.648423275731709599e+07,1.812975923295588728e-03
9.014776314524917305e+07,2.140248043347766759e-03
9.396648314954710007e+07,2.526598190409088795e-03
9.794696670695385337e+07,2.982690924830070246e-03
1.020960662306047529e+08,3.521115936374011757e-03
1.064209244064722508e+08,4.156735561896562209e-03
1.109289864895222783e+08,4.907095035708647184e-03
1.156280131207377762e+08,5.792906796911827770e-03
1.205260936870841384e+08,6.838622222213062984e-03
1.256316602474121451e+08,8.073106565960535413e-03
1.309535020482665002e+08,9.530435738013532526e-03
1.365007806546013653e+08,1.125083691318791261e-02
1.422830457214354873e+08,1.328179893625050859e-02
1.483102514336102903e+08,1.567938317337117665e-02
1.545927736419478655e+08,1.850977099392827827e-02
1.611414277253016531e+08,2.185109059835555270e-02
1.679674872092653215e+08,2.579557361861337106e-02
1.750827031735726893e+08,3.045210102068668032e-02
1.824993244816150367e+08,3.594920858456723822e-02
1.902301188668945730e+08,4.243863492304950774e-02
1.982883949127067327e+08,5.009950997655675947e-02
2.066880249629082084e+08,5.914329960052333579e-02
2.154434690031886697e+08,6.981964273251517472e-02
2.245697995539771616e+08,8.242324226450216396e-02
2.340827276178294420e+08,9.730199983147626297e-02
2.439986297259545326e+08,1.148666190638556739e-01
2.543345761304648221e+08,1.356019423856991146e-01
2.651083601908541620e+08,1.600803342923537431e-01
2.763385290053166747e+08,1.889774805309414329e-01
2.880444153396297693e+08,2.230910392940673448e-01
3.002461709085543156e+08,2.633626592622367868e-01
3.129648010670750737e+08,3.109039722669070249e-01
3.262222009711673260e+08,3.670272780587832684e-01
3.400411932703702450e+08,4.332817681840079316e-01
3.544455673970435858e+08,5.114962888687424325e-01
3.694601205199294686e+08,6.038298233111484281e-01
3.851107002325568795e+08,7.128310868615966855e-01
4.014242490499325991e+08,8.415088801177860178e-01
4.184288507901576161e+08,9.934151419164610752e-01
4.361537789208005667e+08,1.172742994762916435e+00
4.546295469532390237e+08,1.384442489080887517e+00
4.738879609717651010e+08,1.634357241212936129e+00
4.939621743878325820e+08,1.929385736837998744e+00
5.148867450137487054e+08,2.277671752322137255e+00
5.366976945540475845e+08,2.688829150270573454e+00
5.594325706169365644e+08,3.174207254391994137e+00
5.831305113526219130e+08,3.747204128912783538e+00
6.078323128297235966e+08,4.423636410102839811e+00
6.335804992658240795e+08,5.222175898505121872e+00
6.604193962330305576e+08,6.164864963278993137e+00
6.883952069645509720e+08,7.277724985545611425e+00
7.175560918936921358e+08,8.591474635814682514e+00
7.479522515621829033e+08,1.014237781235895319e+01
7.796360130405220985e+08,1.197324464647914866e+01
8.126619200091944933e+08,1.413461320576667291e+01
8.470868266557419300e+08,1.668614451433458257e+01
8.829699955494083166e+08,1.969826939725947668e+01
9.203731996618230343e+08,2.325413260766604395e+01
9.593608287093126774e+08,2.745188790088028341e+01
1.000000000000000000e+09,3.240740740740739056e+01
1.042360673976403236e+09,3.825748009250781223e+01
1.086515774652537346e+09,4.516358759059705363e+01
1.132541315152812719e+09,5.331636164016514812e+01
1.180516528568803072e+09,6.294084615936612437e+01
1.230524004359261513e+09,7.430270921323857181e+01
1.282649830528062582e+09,8.771557634367042056e+01
1.336983741824945211e+09,1.035496876866407234e+02
1.393619274224143505e+09,1.222421178422177945e+02
1.452653925946778297e+09,1.443088405999923793e+02
1.514189325304352045e+09,1.703589715468931729e+02
1.578331405652119637e+09,2.011115817010913531e+02
1.645190587753660679e+09,2.374155462847516844e+02
1.714881969870540857e+09,2.802729765283434062e+02
1.787525525904231787e+09,3.308668813028830300e+02
1.863246311931559801e+09,3.905938221340689438e+02
1.942174681489028454e+09,4.611024629861354356e+02
2.024446509976801872e+09,5.443390789189132875e+02
2.110203428568596601e+09,6.426012798097001451e+02
2.199593068030070305e+09,7.586014320948110026e+02
2.292769312865648746e+09,8.955415291838965004e+02
2.389892566231052876e+09,1.057201577221379921e+03
2.491130026067785740e+09,1.248043935938835830e+03
2.596655972934872627e+09,1.473336494755873218e+03
2.706652070033235550e+09,1.739298084202917153e+03
2.821307675939470768e+09,2.053270136509613621e+03
2.940820170587066650e+09,2.423919333766341879e+03
3.065395295056523800e+09,2.861476837428626368e+03
3.195247505759213448e+09,3.378020702701305254e+03
3.330600343624581814e+09,3.987809273386463246e+03
3.471686818926559448e+09,4.707674760012706429e+03
3.618749812411283970e+09,5.557487865321219033e+03
3.772042493416993618e+09,6.560706282332199407e+03
3.931828755705770016e+09,7.745022205378410945e+03
4.098383671757253170e+09,9.143126727581542582e+03
4.271993966306776524e+09,1.079361222470929170e+04
4.452958509942660332e+09,1.274203763423171040e+04
4.641588833612772942e+09,1.504218603485614585e+04
4.838209664925957680e+09,1.775754923995465651e+04
5.043159487171348572e+09,2.096308038464067795e+04
5.256791122018419266e+09,2.474726288378498793e+04
5.479472336900292397e+09,2.921455287114566454e+04
5.711586478126422882e+09,3.448826253913436085e+04
5.953533130814370155e+09,4.071396396906874725e+04
6.205728806776487350e+09,4.806350740903994301e+04
6.468607661546320915e+09,5.673976491736126627e+04
6.742622241778348923e+09,6.698223031205384177e+04
7.028244264308338165e+09,7.907363000378123252e+04
7.325965428215229988e+09,9.334772719339854666e+04
7.636298261282257080e+09,1.101985348561393912e+05
7.959777002314977646e+09,1.300911918217368657e+05
8.296958520834915161e+09,1.535748021667762659e+05
8.648423275731708527e+09,1.812975923295619723e+05
9.014776314524917603e+09,2.140248043347783096e+05
9.396648314954710007e+09,2.526598190409119125e+05
9.794696670695384979e+09,2.982690924829968135e+05
1.020960662306047630e+10,3.521115936373976874e+05
1.064209244064722443e+10,4.156735561896463623e+05
1.109289864895222855e+10,4.907095035708548967e+05
1.156280131207377815e+10,5.792906796911910642e+05
1.205260936870841408e+10,6.838622222213015193e+05
1.256316602474121475e+10,8.073106565960445441e+05
1.309535020482665062e+10,9.530435738013560185e+05
1.365007806546013832e+10,1.125083691318792524e+06
1.422830457214354897e+10,1.328179893625046825e+06
1.483102514336102867e+10,1.567938317337109009e+06
1.545927736419478607e+10,1.850977099392829929e+06
1.611414277253016663e+10,2.185109059835558292e+06
1.679674872092653084e+10,2.579557361861333251e+06
1.750827031735726929e+10,3.045210102068667766e+06
1.824993244816150665e+10,3.594920858456726186e+06
1.902301188668945694e+10,4.243863492304949090e+06
1.982883949127067184e+10,5.009950997655673884e+06
2.066880249629082108e+10,5.914329960052342154e+06
2.154434690031886673e+10,6.981964273251513019e+06
2.245697995539771652e+10,8.242324226450216025e+06
2.340827276178294373e+10,9.730199983147628605e+06
2.439986297259545135e+10,1.148666190638557635e+07
2.543345761304648209e+10,1.356019423856991529e+07
2.651083601908541489e+10,1.600803342923537083e+07
2.763385290053166962e+10,1.889774805309413746e+07
2.880444153396297836e+10,2.230910392940674350e+07
3.002461709085543060e+10,2.633626592622366920e+07
3.129648010670750427e+10,3.109039722669068351e+07
3.262222009711673355e+10,3.670272780587833375e+07
3.400411932703702545e+10,4.332817681840081513e+07
3.544455673970435333e+10,5.114962888687423617e+07
3.694601205199295044e+10,6.038298233111485839e+07
3.851107002325569153e+10,7.128310868615970016e+07
4.014242490499326324e+10,8.415088801177862287e+07
4.184288507901576233e+10,9.934151419164611399e+07
4.361537789208005524e+10,1.172742994762915075e+08
4.546295469532389832e+10,1.384442489080887139e+08
4.738879609717651367e+10,1.634357241212937832e+08
4.939621743878325653e+10,1.929385736837997139e+08
5.148867450137487030e+10,2.277671752322137654e+08
5.366976945540476227e+10,2.688829150270574093e+08
5.594325706169366455e+10,3.174207254391996264e+08
5.831305113526218414e+10,3.747204128912779689e+08
6.078323128297235870e+10,4.423636410102837086e+08
6.335804992658241272e+10,5.222175898505123258e+08
6.604193962330305481e+10,6.164864963278989792e+08
6.883952069645510864e+10,7.277724985545612574e+08
7.175560918936921692e+10,8.591474635814682245e+08
7.479522515621829224e+10,1.014237781235895753e+09
7.796360130405221558e+10,1.197324464647914886e+09
8.126619200091944885e+10,1.413461320576667070e+09
8.470868266557420349e+10,1.668614451433458328e+09
8.829699955494082642e+10,1.969826939725947380e+09
9.203731996618229675e+10,2.325413260766603470e+09
9.593608287093127441e+10,2.745188790088029385e+09
1.000000000000000000e+11,3.240740740740739346e+09
1.042360673976403351e+11,3.825748009250783443e+09
1.086515774652537231e+11,4.516358759059703827e+09
1.132541315152812653e+11,5.331636164016511917e+09
1.180516528568803101e+11,6.294084615936611176e+09
1.230524004359261627e+11,7.430270921323862076e+09
1.282649830528062592e+11,8.771557634367040634e+09
1.336983741824945221e+11,1.035496876866407204e+10
1.393619274224143372e+11,1.222421178422177887e+10
1.452653925946778259e+11,1.443088405999923897e+10
1.514189325304352112e+11,1.703589715468931961e+10
1.578331405652119751e+11,2.011115817010914993e+10
1.645190587753660889e+11,2.374155462847517395e+10
1.714881969870540771e+11,2.802729765283435059e+10
1.787525525904231873e+11,3.308668813028829956e+10
1.863246311931559753e+11,3.905938221340689087e+10
1.942174681489028320e+11,4.611024629861351013e+10
2.024446509976801758e+11,5.443390789189128876e+10
2.110203428568596497e+11,6.426012798097000885e+10
2.199593068030070190e+11,7.586014320948109436e+10
2.292769312865648804e+11,8.955415291838964844e+10
2.389892566231052551e+11,1.057201577221378784e+11
2.491130026067785950e+11,1.248043935938836365e+11
2.596655972934872437e+11,1.473336494755872803e+11
2.706652070033235779e+11,1.739298084202916870e+11
2.821307675939470825e+11,2.053270136509615173e+11
2.940820170587066650e+11,2.423919333766342773e+11
3.065395295056523438e+11,2.861476837428624268e+11
3.195247505759213867e+11,3.378020702701307373e+11
3.330600343624581909e+11,3.987809273386465454e+11
3.471686818926559448e+11,4.707674760012707520e+11
3.618749812411284180e+11,5.557487865321217041e+11
3.772042493416993408e+11,6.560706282332194824e+11
3.931828755705770264e+11,7.745022205378413086e+11
4.098383671757252808e+11,9.143126727581540527e+11
4.271993966306776733e+11,1.079361222470929321e+12
4.452958509942659912e+11,1.274203763423171143e+12
4.641588833612772827e+11,1.504218603485614014e+12
4.838209664925957031e+11,1.775754923995464111e+12
5.043159487171348267e+11,2.096308038464067627e+12
5.256791122018419189e+11,2.474726288378498535e+12
5.479472336900292358e+11,2.921455287114566895e+12
5.711586478126423340e+11,3.448826253913438477e+12
5.953533130814370117e+11,4.071396396906874512e+12
6.205728806776488037e+11,4.806350740903997070e+12
6.468607661546320801e+11,5.673976491736125977e+12
6.742622241778348389e+11,6.698223031205379883e+12
7.028244264308338623e+11,7.907363000378125977e+12
7.325965428215230713e+11,9.334772719339851562e+12
7.636298261282257080e+11,1.101985348561393555e+13
7.959777002314978027e+11,1.300911918217368750e+13
8.296958520834914551e+11,1.535748021667762305e+13
8.648423275731708984e+11,1.812975923295619531e+13
9.014776314524916992e+11,2.140248043347782812e+13
9.396648314954709473e+11,2.526598190409119531e+13
9.794696670695385742e+11,2.982690924829968750e+13
1.020960662306047607e+12,3.521115936373976562e+13
1.064209244064722412e+12,4.156735561896464062e+13
1.109289864895222656e+12,4.907095035708544531e+13
1.156280131207377686e+12,5.792906796911906250e+13
1.205260936870841309e+12,6.838622222213014062e+13
1.256316602474121338e+12,8.073106565960443750e+13
1.309535020482665039e+12,9.530435738013559375e+13
1.365007806546013672e+12,1.125083691318792344e+14
1.422830457214354736e+12,1.328179893625045469e+14
1.483102514336102783e+12,1.567938317337108438e+14
1.545927736419478516e+12,1.850977099392829375e+14
1.611414277253016602e+12,2.185109059835558125e+14
1.679674872092653076e+12,2.579557361861333125e+14
1.750827031735727051e+12,3.045210102068667500e+14
1.824993244816150391e+12,3.594920858456723125e+14
1.902301188668945801e+12,4.243863492304950000e+14
1.982883949127067383e+12,5.009950997655676250e+14
2.066880249629082031e+12,5.914329960052337500e+14
2.154434690031886719e+12,6.981964273251511250e+14
2.245697995539771484e+12,8.242324226450211250e+14
2.340827276178294434e+12,9.730199983147633750e+14
2.439986297259545410e+12,1.148666190638558000e+15
2.543345761304648438e+12,1.356019423856992000e+15
2.651083601908541504e+12,1.600803342923537500e+15
2.763385290053166992e+12,1.889774805309414000e+15
2.880444153396297852e+12,2.230910392940673500e+15
3.002461709085542969e+12,2.633626592622366500e+15
3.129648010670750488e+12,3.109039722669068000e+15
3.262222009711673340e+12,3.670272780587833500e+15
3.400411932703702637e+12,4.332817681840082000e+15
3.544455673970435547e+12,5.114962888687423000e+15
3.694601205199294922e+12,6.038298233111488000e+15
3.851107002325568848e+12,7.128310868615966000e+15
4.014242490499326172e+12,8.415088801177861000e+15
4.184288507901576172e+12,9.934151419164616000e+15
4.361537789208005859e+12,1.172742994762916000e+16
4.546295469532390625e+12,1.384442489080888800e+16
4.738879609717651367e+12,1.634357241212937400e+16
4.939621743878326172e+12,1.929385736837998800e+16
5.148867450137487305e+12,2.277671752322136800e+16
5.366976945540476562e+12,2.688829150270574000e+16
5.594325706169366211e+12,3.174207254391997200e+16
5.831305113526218750e+12,3.747204128912784000e+16
6.078323128297236328e+12,4.423636410102839200e+16
6.335804992658241211e+12,5.222175898505124000e+16
6.604193962330305664e+12,6.164864963278989600e+16
6.883952069645482422e+12,7.277724985545497600e+16
7.175560918936920898e+12,8.591474635814676800e+16
7.479522515621829102e+12,1.014237781235895520e+17
7.796360130405220703e+12,1.197324464647914560e+17
8.126619200091945312e+12,1.413461320576668160e+17
8.470868266557419922e+12,1.668614451433457920e+17
8.829699955494082031e+12,1.969826939725947200e+17
9.203731996618230469e+12,2.325413260766604160e+17
9.593608287093126953e+12,2.745188790088029440e+17
1.000000000000000000e+13,3.240740740740739840e+17
1.042360673976403320e+13,3.825748009250779520e+17
1.086515774652541797e+13,4.516358759059781760e+17
1.132541315152808008e+13,5.331636164016426240e+17
1.180516528568803125e+13,6.294084615936614400e+17
1.230524004359261523e+13,7.430270921323856640e+17
1.282649830528062500e+13,8.771557634367034880e+17
1.336983741824950781e+13,1.035496876866424448e+18
1.393619274224137695e+13,1.222421178422158080e+18
1.452653925946778320e+13,1.443088405999924224e+18
1.514189325304351953e+13,1.703589715468930560e+18
1.578331405652119727e+13,2.011115817010914816e+18
1.645190587753667578e+13,2.374155462847557632e+18
1.714881969870533789e+13,2.802729765283388928e+18
1.787525525904231641e+13,3.308668813028828672e+18
1.863246311931559766e+13,3.905938221340688384e+18
1.942174681489028516e+13,4.611024629861353472e+18
2.024446509976810156e+13,5.443390789189220352e+18
2.110203428568587891e+13,6.426012798096897024e+18
2.199593068030070312e+13,7.586014320948115456e+18
2.292769312865648828e+13,8.955415291838967808e+18
2.389892566231052734e+13,1.057201577221379277e+19
2.491130026067796094e+13,1.248043935938856755e+19
2.596655972934861719e+13,1.473336494755849216e+19
2.706652070033235938e+13,1.739298084202918298e+19
2.821307675939470703e+13,2.053270136509614490e+19
2.940820170587066797e+13,2.423919333766343475e+19
3.065395295056536328e+13,2.861476837428672922e+19
3.195247505759200391e+13,3.378020702701250560e+19
3.330600343624581641e+13,3.987809273386460774e+19
3.471686818926559375e+13,4.707674760012705792e+19
3.618749812411284375e+13,5.557487865321219686e+19
3.772042493417009375e+13,6.560706282332311552e+19
3.931828755705753906e+13,7.745022205378281472e+19
4.098383671757253125e+13,9.143126727581540352e+19
4.271993966306776562e+13,1.079361222470929121e+20
4.452958509942660156e+13,1.274203763423171543e+20
4.641588833612791406e+13,1.504218603485639148e+20
4.838209664925937500e+13,1.775754923995436155e+20
5.043159487171348438e+13,2.096308038464067666e+20
5.256791122018419531e+13,2.474726288378499564e+20
5.479472336900292969e+13,2.921455287114568172e+20
5.711586478126446875e+13,3.448826253913494651e+20
5.953533130814346094e+13,4.071396396906807951e+20
6.205728806776487500e+13,4.806350740903993672e+20
6.468607661546321094e+13,5.673976491736126587e+20
6.742622241778349219e+13,6.698223031205385994e+20
7.028244264308367188e+13,7.907363000378251018e+20
7.325965428215200000e+13,9.334772719339697603e+20
7.636298261282226562e+13,1.101985348561376117e+21
7.959777002314978125e+13,1.300911918217368699e+21
8.296958520834915625e+13,1.535748021667763847e+21
8.648423275731743750e+13,1.812975923295649530e+21
9.014776314524881250e+13,2.140248043347749896e+21
9.396648314954671875e+13,2.526598190409078276e+21
9.794696670695385938e+13,2.982690924829970268e+21
1.020960662306047500e+14,3.521115936373976072e+21
1.064209244064726875e+14,4.156735561896532902e+21
1.109289864895218281e+14,4.907095035708466790e+21
1.156280131207372969e+14,5.792906796911813460e+21
1.205260936870841406e+14,6.838622222213016715e+21
1.256316602474121406e+14,8.073106565960445198e+21
1.309535020482670312e+14,9.530435738013710418e+21
1.365007806546008281e+14,1.125083691318773809e+22
1.422830457214349062e+14,1.328179893625024623e+22
1.483102514336102812e+14,1.567938317337108257e+22
1.545927736419478438e+14,1.850977099392828729e+22
1.611414277253023125e+14,2.185109059835593019e+22
1.679674872092646250e+14,2.579557361861290623e+22
1.750827031735719688e+14,3.045210102068616259e+22
1.824993244816150625e+14,3.594920858456726018e+22
1.902301188668945938e+14,4.243863492304950841e+22
1.982883949127075312e+14,5.009950997655758412e+22
2.066880249629073750e+14,5.914329960052242671e+22
2.154434690031877812e+14,6.981964273251395620e+22
2.245697995539771562e+14,8.242324226450210265e+22
2.340827276178294375e+14,9.730199983147632820e+22
2.439986297259555312e+14,1.148666190638576996e+23
2.543345761304637812e+14,1.356019423856969290e+23
2.651083601908530938e+14,1.600803342923511051e+23
2.763385290053166875e+14,1.889774805309414022e+23
2.880444153396298125e+14,2.230910392940675161e+23
3.002461709085555625e+14,2.633626592622410602e+23
3.129648010670763125e+14,3.109039722669118639e+23
3.262222009711660000e+14,3.670272780587773911e+23
3.400411932703702500e+14,4.332817681840081281e+23
3.544455673970435625e+14,5.114962888687423901e+23
3.694601205199310000e+14,6.038298233111585048e+23
3.851107002325584375e+14,7.128310868616079317e+23
4.014242490499309375e+14,8.415088801177718888e+23
4.184288507901576250e+14,9.934151419164617479e+23
4.361537789208005625e+14,1.172742994762915660e+24
4.546295469532408750e+14,1.384442489080910694e+24
4.738879609717670625e+14,1.634357241212962890e+24
4.939621743878305625e+14,1.929385736837965640e+24
5.148867450137486875e+14,2.277671752322136316e+24
5.366976945540476250e+14,2.688829150270574163e+24
5.594325706169388750e+14,3.174207254392046585e+24
5.831305113526242500e+14,3.747204128912842034e+24
6.078323128297211250e+14,4.423636410102766207e+24
6.335804992658241250e+14,5.222175898505124101e+24
6.604193962330305000e+14,6.164864963278988514e+24
6.883952069645510000e+14,7.277724985545614648e+24
7.175560918936950000e+14,8.591474635814821282e+24
7.479522515621798750e+14,1.014237781235878683e+25
7.796360130405221250e+14,1.197324464647914264e+25
8.126619200091945000e+14,1.413461320576667483e+25
8.470868266557420000e+14,1.668614451433458601e+25
8.829699955494118750e+14,1.969826939725979668e+25
9.203731996618192500e+14,2.325413260766565396e+25
9.593608287093127500e+14,2.745188790088029455e+25
1.000000000000000000e+15,3.240740740740738986e+25
