log10_xi,log10_M_GeV,delta_C,allowed_GRB_dL,observable,H0_window
-2.050000000000000000e+01,1.019999999999999929e+01,2.873177733555215295e-252,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.030000000000000071e+01,7.217096164232654362e-253,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.040000000000000036e+01,1.812852592983592379e-253,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.050000000000000000e+01,4.553679830642468460e-254,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.059999999999999964e+01,1.143832658002970999e-254,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.069999999999999929e+01,2.873177733555213796e-255,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.080000000000000071e+01,7.217096164232654144e-256,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.090000000000000036e+01,1.812852592983591110e-256,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.100000000000000000e+01,4.553679830642467792e-257,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.109999999999999964e+01,1.143832658002971570e-257,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.119999999999999929e+01,2.873177733555216310e-258,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.130000000000000071e+01,7.217096164232654089e-259,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.140000000000000036e+01,1.812852592983591915e-259,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.150000000000000000e+01,4.553679830642466053e-260,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.159999999999999964e+01,1.143832658002970799e-260,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.169999999999999929e+01,2.873177733555214718e-261,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.180000000000000071e+01,7.217096164232647779e-262,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.190000000000000036e+01,1.812852592983593156e-262,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.200000000000000000e+01,4.553679830642468242e-263,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.209999999999999964e+01,1.143832658002970617e-263,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.219999999999999929e+01,2.873177733555216029e-264,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.230000000000000071e+01,7.217096164232652636e-265,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.240000000000000036e+01,1.812852592983592684e-265,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.250000000000000000e+01,4.553679830642467002e-266,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.259999999999999964e+01,1.143832658002971066e-266,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.269999999999999929e+01,2.873177733555215461e-267,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.280000000000000071e+01,7.217096164232647239e-268,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.290000000000000036e+01,1.812852592983602400e-268,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.300000000000000000e+01,4.553679830642444116e-269,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.309999999999999964e+01,1.143832658003108011e-269,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.319999999999999929e+01,2.873177733556886592e-270,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.330000000000000071e+01,7.217096164247126244e-271,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.340000000000000036e+01,1.812852592994615811e-271,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.350000000000000000e+01,4.553679830541572670e-272,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.359999999999999964e+01,1.143832657878562266e-272,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.369999999999999929e+01,2.873177732558462097e-273,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.380000000000000071e+01,7.217096173133445496e-274,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.390000000000000036e+01,1.812852601160423052e-274,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.400000000000000000e+01,4.553679884408452335e-275,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.410000000000000142e+01,1.143832648957932446e-275,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.419999999999999929e+01,2.873177005184039167e-276,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.430000000000000071e+01,7.217098231740303323e-277,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.440000000000000036e+01,1.812843508980135124e-277,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.450000000000000000e+01,4.553638369170155561e-278,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.460000000000000142e+01,1.143899210579663944e-278,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.469999999999999929e+01,2.871756566452245620e-279,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.480000000000000071e+01,7.205124001851512249e-280,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.490000000000000036e+01,1.818436057610143610e-280,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.500000000000000000e+01,4.460314858289031287e-281,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.510000000000000142e+01,1.029303428835930391e-281,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.519999999999999929e+01,3.431011429453101049e-282,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.530000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.540000000000000036e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.550000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.560000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.569999999999999929e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.580000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.590000000000000036e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.610000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.619999999999999929e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.630000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.639999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.650000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.660000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.669999999999999929e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.680000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.689999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.710000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.719999999999999929e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.730000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.739999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.750000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.760000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.769999999999999929e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.780000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.789999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.810000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.820000000000000284e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.830000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.839999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.850000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.860000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.870000000000000284e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.880000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.889999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.910000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.920000000000000284e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.930000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.939999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.950000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.960000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.970000000000000284e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.980000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,1.989999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.050000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.000000000000000000e+01,1.440000000000000363e-250,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.009999999999999964e+01,3.617116461373813639e-251,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.019999999999999929e+01,9.085785760514874632e-252,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.030000000000000071e+01,2.282246197143982192e-252,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.040000000000000036e+01,5.732743255970333363e-253,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.050000000000000000e+01,1.440000000000000540e-253,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.059999999999999964e+01,3.617116461373813094e-254,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.069999999999999929e+01,9.085785760514868242e-255,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.080000000000000071e+01,2.282246197143982468e-255,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.090000000000000036e+01,5.732743255970330069e-256,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.100000000000000000e+01,1.440000000000000618e-256,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.109999999999999964e+01,3.617116461373814934e-257,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.119999999999999929e+01,9.085785760514875000e-258,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.130000000000000071e+01,2.282246197143982383e-258,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.140000000000000036e+01,5.732743255970332020e-259,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.150000000000000000e+01,1.440000000000000031e-259,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.159999999999999964e+01,3.617116461373812074e-260,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.169999999999999929e+01,9.085785760514871014e-261,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.180000000000000071e+01,2.282246197143980408e-261,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.190000000000000036e+01,5.732743255970335991e-262,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.200000000000000000e+01,1.440000000000000300e-262,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.209999999999999964e+01,3.617116461373811860e-263,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.219999999999999929e+01,9.085785760514875513e-264,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.230000000000000071e+01,2.282246197143982072e-264,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.240000000000000036e+01,5.732743255970334175e-265,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.250000000000000000e+01,1.440000000000000253e-265,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.259999999999999964e+01,3.617116461373814229e-266,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.269999999999999929e+01,9.085785760514872001e-267,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.280000000000000071e+01,2.282246197143982213e-267,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.290000000000000036e+01,5.732743255970350788e-268,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.300000000000000000e+01,1.440000000000002414e-268,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.309999999999999964e+01,3.617116461373755287e-269,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.319999999999999929e+01,9.085785760515594589e-270,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.330000000000000071e+01,2.282246197144891204e-270,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.340000000000000036e+01,5.732743255961464112e-271,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.350000000000000000e+01,1.440000000006727111e-271,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.359999999999999964e+01,3.617116461544962806e-272,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.369999999999999929e+01,9.085785761085142939e-273,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.380000000000000071e+01,2.282246197206649622e-273,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.390000000000000036e+01,5.732743256647665960e-274,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.400000000000000000e+01,1.439999991566439154e-274,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.410000000000000142e+01,3.617116351409496212e-275,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.419999999999999929e+01,9.085784882746217958e-276,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.430000000000000071e+01,2.282247044666472507e-276,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.440000000000000036e+01,5.732739757016008076e-277,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.450000000000000000e+01,1.439995496941466412e-277,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.460000000000000142e+01,3.616972248929459331e-278,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.469999999999999929e+01,9.085318265191811535e-279,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.480000000000000071e+01,2.281622600586312163e-279,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.490000000000000036e+01,5.729789087186678607e-280,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.500000000000000000e+01,1.441024800370302548e-280,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.510000000000000142e+01,3.774112572398411230e-281,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.519999999999999929e+01,1.029303428835930391e-281,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.530000000000000071e+01,3.431011429453101049e-282,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.540000000000000036e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.550000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.560000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.569999999999999929e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.580000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.590000000000000036e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.610000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.619999999999999929e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.630000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.639999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.650000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.660000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.669999999999999929e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.680000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.689999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.710000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.719999999999999929e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.730000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.739999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.750000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.760000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.769999999999999929e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.780000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.789999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.810000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.820000000000000284e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.830000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.839999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.850000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.860000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.870000000000000284e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.880000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.889999999999999858e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+01,1.910000000000000142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
